repo,pr_id,title,state,created_at,closed_at,merged_at
jax-ml/jax,37497,[Mosaic GPU] Improve the warp_specialized_transpose test,closed,2026-05-08,2026-05-08,2026-05-08
jax-ml/jax,37496,[Pallas] Correct misspecified `num_mxus` for TPU v3 and v6e in `tpu_info.py`.,open,2026-05-08,,
jax-ml/jax,36815,Fix Pyrefly static analysis errors in JAX core and MLIR interpreters.,closed,2026-04-15,2026-05-08,
jax-ml/jax,31867,[debug] Extract reproducers from JAX errors.,open,2025-09-17,,
jax-ml/jax,37428,[pallas] Removed support for checkify,closed,2026-05-06,2026-05-08,2026-05-08
apache/spark,55740,[SPARK-56763][SPARK-56535][INFRA][3.5] Recover branch-3.5 CI,open,2026-05-07,,
apache/spark,55782,[SPARK-56638][SQL] Eliminate legacy error class for TABLESAMPLE fraction validation,open,2026-05-09,,
apache/spark,55780,[SPARK-56755][SQL][TESTS][FOLLOWUP][4.1] Fix ShowCreateTableSuite,open,2026-05-09,,
apache/spark,55641,[SPARK-56692][INFRA] Check release date of upgrade of pom dependency,closed,2026-05-01,2026-05-10,
apache/spark,55781,[SPARK-56463][PYTHON][FOLLOWUP][3.5] Fix wrong kwargs,closed,2026-05-09,2026-05-10,
apache/spark,55670,[SPARK-56584][PYTHON][4.1] Generalize `RESULT_TYPE_MISMATCH_FOR_ARROW_UDF` error class and remove dead `SCHEMA_MISMATCH_FOR_ARROW_PYTHON_UDF`,closed,2026-05-04,2026-05-10,
apache/spark,55671,[SPARK-56584][PYTHON][4.0] Generalize `RESULT_TYPE_MISMATCH_FOR_ARROW_UDF` error class and remove dead `SCHEMA_MISMATCH_FOR_ARROW_PYTHON_UDF`,closed,2026-05-04,2026-05-10,
apache/spark,55786,[SPARK-56586][CONNECT][TESTS] Retry flaky python foreachBatch termination test,open,2026-05-10,,
apache/spark,55785,[SPARK-56808][INFRA][3.5] Fix branch-3.5 base image build against Ubuntu focal archive rotation,closed,2026-05-09,2026-05-10,
apache/spark,55699,[SPARK-56537][SS] Reset per-batch time fields and customMetrics on no batch trigger progress event,open,2026-05-06,,
apache/spark,55432,[SPARK-56535][BUILD] Fix CI & base image build issues,open,2026-04-20,,
apache/spark,54477,[SPARK-53327][SQL] Workaround datasketches-memory Java 25 support,open,2026-02-25,,
apache/spark,55779,[SPARK-56806][BUILD] Fix `jetty-proxy` artifact ID in `core/pom.xml`'s `includeArtifactIds`,closed,2026-05-09,2026-05-10,
apache/spark,53838,[SPARK-55072][SQL]. Ensure IsNotNull inferred filter is not missed for left leg of Inner Join ( obtained via conversion of Left Outer) ,closed,2026-01-16,2026-05-10,
apache/spark,53983,[SPARK-55185][SPARK-55072][SPARK-55241][SQL] Combined PR to verify that SPARK-55072 is fixed with dependent PR of SPARK-55185 and SPARK-55241,closed,2026-01-26,2026-05-10,
apache/spark,54022,"[SPARK-55241][SQL]. Fix SQL Streaming idempotency broken, with PropagateEmptyRelation and InferFiltersFromConstraint run as part of Fixed Number of iterations",closed,2026-01-28,2026-05-10,
apache/spark,55738,[SPARK-56773][CORE][TESTS] Add more fetch-failure injection knobs for INJECT_SHUFFLE_FETCH_FAILURES,open,2026-05-07,,
apache/spark,55783,[SPARK-55294][PYTHON] Add support for PyArrow-backed dtypes in pandas API,open,2026-05-09,,
apache/spark,55784,[SPARK-56807][INFRA] Downgrade black to 23.12.1 for older branches in Python CodeGen check,open,2026-05-09,,
apache/spark,55765,[SPARK-56805][SQL] Enable spark.sql.codegen.wholeStage.union.enabled by default,open,2026-05-08,,
apache/spark,55751,[SPARK-56791][SQL] Add bulk read+widen path for INT32 to Long Parquet vector updater,open,2026-05-08,,
apache/spark,55736,[SPARK-56769][SQL] Add fast path for date_trunc WEEK/MONTH/QUARTER/YEAR,open,2026-05-07,,
apache/spark,55579,[SPARK-30628][SQL] Support DPP and subquery partition pruning for V2 file sources,open,2026-04-28,,
apache/spark,55717,[SPARK-56750] default path config,open,2026-05-06,,
apache/spark,55720,[SPARK-56448][CONNECT] Fix NPE on Spark Connect client restart due to ammonite compile cache,open,2026-05-06,,
apache/spark,54159,[SPARK-55372][SQL] Fix `SHOW CREATE TABLE` for tables / views with default collation,closed,2026-02-05,2026-02-16,
apache/spark,55547,[SPARK-56611][SQL] Fix ALTER TABLE RENAME TO with catalog-qualified targets,closed,2026-04-24,2026-05-09,
apache/spark,55682,[SPARK-56395][CONNECT][PYTHON] Add NEAREST BY DataFrame API,open,2026-05-05,,
apache/spark,55718,[SPARK-56755][SQL] Fix SHOW CREATE TABLE for v2 table partitioned by bucket transform,closed,2026-05-06,2026-05-09,
apache/spark,55778,[SPARK-56799][SQL] Search and highlight nodes in SQL plan visualization,open,2026-05-09,,
apache/spark,54323,[SPARK-55452][ML][CONNECT] Fix MLWriter.overwrite for Spark Connect,open,2026-02-14,,
apache/spark,55739,[SPARK-53327] Update DataSketches Java to 9.0.0 version,closed,2026-05-07,2026-05-09,
apache/spark,52513,[SPARK-53790][SQL] Support generic beans in Arrow Encoder,closed,2025-10-03,2026-05-09,
apache/spark,55769,[SPARK-56792][SQL] Support pan and zoom for SQL plan visualization,closed,2026-05-08,2026-05-09,
apache/spark,55777,Bump fast-uri from 3.1.0 to 3.1.2 in /dev,closed,2026-05-09,2026-05-09,
apache/spark,55754,[SPARK-56793][K8S] Avoid cluster-wide LIST in executor pods polling,open,2026-05-08,,
apache/spark,55539,[SPARK-56620][SQL] Fix stale entries in RuleIdCollection,open,2026-04-24,,
apache/spark,53923,[PYTHON] Add missing docstrings to worker utility functions,closed,2026-01-22,2026-05-09,
apache/spark,53964,[SPARK-34679][DOCS] Add inferTimestamp option to JSON data source doc…,closed,2026-01-26,2026-05-09,
apache/spark,55776,[SPARK-56798][SQL][DOCS] Clarify streaming CDC emission timing and netChanges scope,open,2026-05-09,,
apache/spark,55637,[SPARK-56687][SQL] Support netChanges for DSv2 CDC streaming reads,closed,2026-04-30,2026-05-02,
apache/spark,55767,[SPARK-56795][SQL] Reject column types unsupported by the data source on CREATE TABLE / ALTER TABLE,open,2026-05-08,,
apache/spark,55760,[SPARK-56794] [SQL] Move `WindowSubstitution` Pipe Sql resolution logic to `AstBuilder`,closed,2026-05-08,2026-05-08,
apache/spark,55457,[SPARK-56618][CONNECT][TESTS] Add DSv2 join refresh tests for incrementally constructed queries in Spark Connect,open,2026-04-21,,
apache/spark,55456,[SPARK-56619][CONNECT][TESTS] Add DSv2 repeated table access tests with internal/external changes in Spark Connect,open,2026-04-21,,
apache/spark,55775,[SPARK-40336][PS] Implement DataFrameGroupBy.cov,open,2026-05-08,,
apache/spark,55577,[SPARK-54022][SPARK-56617][CONNECT][TESTS] Add DSv2 CACHE TABLE tests using Spark Connect,open,2026-04-28,,
apache/spark,55774,[SPARK-40340][SPARK-40343][PYTHON] Implement Rolling.sem and Expanding.sem in pandas API on Spark,open,2026-05-08,,
apache/spark,55773,[SPARK-40553][PS] Support array-like value and sorter in Series.searchsorted,closed,2026-05-08,2026-05-08,
apache/spark,55734,[SPARK-56771][SQL] Enable geospatial support by default,closed,2026-05-07,2026-05-08,
apache/spark,55631,[SPARK-56682][Geo][CONNECT][PYTHON][SQL] Extend the ST_AsBinary function to take optional endianness,closed,2026-04-30,2026-05-08,
apache/spark,55744,[SPARK-56765][INFRA] Fix mypy attr-defined errors with PyArrow 24+,closed,2026-05-07,2026-05-08,
apache/spark,54824,[SPARK-53840][SQL] Add AS JSON output support for SHOW TABLES and SHOW TABLE EXTENDED,open,2026-03-16,,
apache/spark,55772,[SPARK-40373][PS] Implement ps.show_versions,open,2026-05-08,,
apache/spark,55771,[SPARK-56796][UI] Fix sticky tooltips for Stage page additional metrics,open,2026-05-08,,
apache/spark,55716,[SPARK-56324] Introducing message-based communication to Spark -> PySpark communication channel,open,2026-05-06,,
apache/spark,55745,[SPARK-55731][Streaming] Assign error class for multiple event time columns,open,2026-05-07,,
apache/spark,55770,[SPARK-56797][BUILD] Upgrade `netty-tcnative` to 2.0.77.Final,open,2026-05-08,,
apache/spark,55737,Test Netty 4.2.13,open,2026-05-07,,
apache/spark,55571,[SPARK-56643][CONNECT][TESTS] Add DSv2 temp view with stored plan tests using Spark Connect mode,open,2026-04-27,,
mlflow/mlflow,23157,Migrate GitHub App auth from `app-id` to `client-id`,open,2026-05-10,,
mlflow/mlflow,23156,Allow `/review` to override the review model,closed,2026-05-10,2026-05-10,2026-05-10
mlflow/mlflow,21417,Update plotly.js to the latest 2.x,open,2026-03-05,,
mlflow/mlflow,23084,Add `/review` workflow that runs `mlflow-reviewer` (Bridge 1/2),open,2026-05-06,,
mlflow/mlflow,23154,Inline `uv.lock` workflow logic with `gh` CLI,closed,2026-05-10,2026-05-10,2026-05-10
mlflow/mlflow,23155,Document that `pipefail` is already on under `shell: bash`,closed,2026-05-10,2026-05-10,2026-05-10
mlflow/mlflow,23153,Drop `setup-python` from `remove-experimental-decorators` workflow,closed,2026-05-10,2026-05-10,2026-05-10
mlflow/mlflow,23133,docs: add Role-Based Access Control page; refresh permissions docs,open,2026-05-08,,
mlflow/mlflow,23152,Fix ended `LiveSpan` state mutation,open,2026-05-10,,
mlflow/mlflow,22199,Preserve OTel resource attributes during OTLP trace ingestion (#22121),open,2026-03-31,,
mlflow/mlflow,23147,Add artifact_path support for logged model artifacts,open,2026-05-09,,
mlflow/mlflow,23151,"deps: raise minimum version floors for `gitpython`, `python-dotenv`, `requests`, `fastmcp` to exclude known CVEs (#23061)",open,2026-05-09,,
mlflow/mlflow,23150,Add an `egress` action to monitor outbound traffic in CI,closed,2026-05-09,2026-05-10,
mlflow/mlflow,23149,Migrate `update_requirements.py` to `dev/pypi`,closed,2026-05-09,2026-05-09,2026-05-09
mlflow/mlflow,23148,Migrate `update_ml_package_versions.py` to `dev/pypi`,closed,2026-05-09,2026-05-09,2026-05-09
mlflow/mlflow,23143,Migrate `set_matrix.py` to `dev/pypi`,closed,2026-05-09,2026-05-09,2026-05-09
mlflow/mlflow,23146,Add artifact_path support for logged model artifacts,closed,2026-05-09,2026-05-09,
mlflow/mlflow,23145,Add artifact_path support for logged model artifacts,closed,2026-05-09,2026-05-09,
mlflow/mlflow,23144,Add artifact_path support for logged model artifacts,closed,2026-05-09,2026-05-09,
mlflow/mlflow,23049,Fix gateway workspace header forwarding and expand MCP run/artifact tools,open,2026-05-03,,
mlflow/mlflow,23023,Enh/num format,open,2026-04-30,,
mlflow/mlflow,23142,Ignore `rerun.yml` runs in the `protect` merge gate,closed,2026-05-09,2026-05-09,2026-05-09
mlflow/mlflow,23141,Enforce explicit permissions on `actions/create-github-app-token`,closed,2026-05-09,2026-05-09,2026-05-09
mlflow/mlflow,23124,Add support for loading from Prompt Registry and adjusting model parameters in playground (part 3 of #22778),open,2026-05-08,,
mlflow/mlflow,23140,Migrate `show_package_release_dates.py` to `dev/pypi`,closed,2026-05-09,2026-05-09,2026-05-09
mlflow/mlflow,22474,[WIP] Fix llama index cross tests,closed,2026-04-08,2026-05-09,
mlflow/mlflow,22432,Add `HallucinationDetection` trace-based scorer,closed,2026-04-08,2026-05-09,
mlflow/mlflow,23136,Add experiment and server trace archival policy controls,open,2026-05-08,,
mlflow/mlflow,22797,Add `Link` entity and `LiveSpan.add_link()` for OpenTelemetry Span Links,closed,2026-04-22,2026-05-08,2026-05-08
mlflow/mlflow,23008,Skip re-alignment of unchanged traces in `MemAlignOptimizer`,closed,2026-04-30,2026-05-08,2026-05-08
mlflow/mlflow,23135,Add `dev/pypi` package for fetching PyPI metadata,closed,2026-05-08,2026-05-08,2026-05-08
mlflow/mlflow,23080,Improve archived trace read/delete handling and validate archival config resolution,open,2026-05-05,,
mlflow/mlflow,23057,Add `links` parameter to span-creation Python APIs,open,2026-05-04,,
mlflow/mlflow,23134,Update Claude Code installer to new download URL,closed,2026-05-08,2026-05-08,2026-05-08
mlflow/mlflow,23053,Fix nested array items being stripped from function tool schemas,closed,2026-05-03,2026-05-08,2026-05-08
mlflow/mlflow,23132,Lint composite-action steps for direct `${{ }}` interpolation,closed,2026-05-08,2026-05-08,2026-05-08
mlflow/mlflow,23131,Cap JS test memory with `--maxWorkers=2`,closed,2026-05-08,2026-05-08,2026-05-08
mlflow/mlflow,22861,RBAC Phase 2: collapse cascade helpers into 3 internal grant methods,closed,2026-04-24,2026-05-08,2026-05-08
mlflow/mlflow,23115,Add workspace isolation on scorers when creating a guardrail,open,2026-05-07,,
mlflow/mlflow,23129,Profile CPU and memory during JS tests,closed,2026-05-08,2026-05-08,2026-05-08
mlflow/mlflow,23089,RBAC Phase 2: drop pre-RBAC permission tables (graduation of #22855),open,2026-05-06,,
mlflow/mlflow,23130,Fix `runs:/<run_id>/<model_name>` loading by resolving logged-model artifacts via `models:/<model_id>`,open,2026-05-08,,
mlflow/mlflow,23128,feat: Add job store lifecycle APIs for executor framework,open,2026-05-08,,
mlflow/mlflow,23127,Add demo.mlflow.org links to README,open,2026-05-08,,
mlflow/mlflow,23126,Bump default Node version in CI to 24,closed,2026-05-08,2026-05-08,2026-05-08
mlflow/mlflow,22859,RBAC Phase 2: remove legacy permission REST endpoints + client methods,closed,2026-04-24,2026-05-08,2026-05-08
mlflow/mlflow,22098,Add Ollama as assistant provider,open,2026-03-27,,
mlflow/mlflow,23123,Pin `sentence-transformers<5.4` for `transformers<4.46` cross-version tests,closed,2026-05-08,2026-05-08,2026-05-08
mlflow/mlflow,23122,Filter `xtest_viz` output to entries whose latest run failed,closed,2026-05-08,2026-05-08,2026-05-08
mlflow/mlflow,23067,Fix OTLP trace ingestion: double-encoded request ID and missing trace tags,closed,2026-05-04,2026-05-08,2026-05-08
mlflow/mlflow,23013,Fix claude code tracing for plan mode,open,2026-04-30,,
mlflow/mlflow,23030,Fix invalid stop-hook command when using `pixi` environment manager,open,2026-05-01,,
mlflow/mlflow,23121,Add admin UI test coverage,open,2026-05-08,,
mlflow/mlflow,23104,Add Playground single-turn chat (Part 2 of #22778),closed,2026-05-07,2026-05-08,2026-05-08
mlflow/mlflow,22299,Add Google ADK  and  third-party scorers,closed,2026-04-02,2026-05-08,2026-05-08
mlflow/mlflow,23120,Adding metric filter component for Experiment Usage tab,open,2026-05-08,,
mlflow/mlflow,23118,Catch `PermissionError` in `terminate_session_process` on Windows,closed,2026-05-08,2026-05-08,2026-05-08
mlflow/mlflow,22910,feat(tracking): Add reader/writer instance routing for database replicas,open,2026-04-26,,
mlflow/mlflow,23119,Support GenAI operation details event translation,open,2026-05-08,,
mlflow/mlflow,23117,Add per-image/video/audio pricing to `amazon.nova-2-multimodal-embeddings-v1:0` in Bedrock catalog,closed,2026-05-08,2026-05-08,2026-05-08
keras-team/keras,22444," Fix misleading error messages in ReLU and add missing tests for ReLU, constraints, and regularizers",open,2026-03-17,,
keras-team/keras,22749,Fix: validate config is dict in deserialize_keras_object (good first issue),closed,2026-04-22,2026-05-10,
keras-team/keras,22856,fix: context-aware config validation in deserialize_keras_object (closes #22701),open,2026-05-09,,
keras-team/keras,22854,Implement segment_prod function in keras.ops,open,2026-05-09,,
keras-team/keras,22560,Fix: keras.ops.argpartition failed when axis==None,open,2026-03-27,,
keras-team/keras,22853,Validate input channels in conv/depthwise_conv/separable_conv symbolic path,open,2026-05-08,,
keras-team/keras,22741,Validate inner config dict type in deserialize_keras_object,open,2026-04-21,,
keras-team/keras,22844,Fix: Mask out-of-bounds class IDs (#22835),open,2026-05-06,,
keras-team/keras,22812,Add keras.ops.cdist,closed,2026-05-01,2026-05-08,
keras-team/keras,22095,Add keras.ops.cdist for pairwise Euclidean distances,closed,2026-02-02,2026-05-08,2026-05-08
keras-team/keras,22834,Use AbstractMesh-backed sharding inside JAX tracing scope,open,2026-05-05,,
keras-team/keras,22392,Replace cast+multiply masking with ops.where to reduce memory,closed,2026-03-10,2026-05-08,2026-05-08
keras-team/keras,22828,Replace cast+multiply masking with where in forward-pass layers,closed,2026-05-05,2026-05-08,
keras-team/keras,22547,Fix: resolve ops.padrank error for eager tensors ,open,2026-03-26,,
keras-team/keras,22361,"Fix #20429 — `Attention` layer hardcodes 3-D shape assumptions, breaking N-D inputs",open,2026-03-05,,
keras-team/keras,22787,Respect compiled trainable state in TensorFlowTrainer,open,2026-04-28,,
keras-team/keras,22638,Adding Torch Support for Model Parallel & Data Parallel ,open,2026-04-05,,
keras-team/keras,22847,Skip one-batch-ahead prefetch iterator on CPU,closed,2026-05-07,2026-05-08,2026-05-08
keras-team/keras,22830,fix: the remotemonitor callback constructs an http p... in...,open,2026-05-05,,
keras-team/keras,22822,Fix namespace hijacking and callable injection in deserialize_keras_object,open,2026-05-03,,
keras-team/keras,22666,Fix GroupNormalization NaN with mixed_float16 policy,open,2026-04-11,,
keras-team/keras,22731,.3493622109966576:16e2f57f9e3eef6d1adc3edcf2beae11_69e61621e46af4f7d61e5e57.69e62826e46af4f7d61e6037.69e628268c079b29510d3ec1:Trae CN.T(2026/4/20 21:20:38),open,2026-04-20,,
keras-team/keras,22757,Fix: Validate trainable parameter as boolean in deserialize_keras_object,open,2026-04-22,,
keras-team/keras,22850,Patch fix 3.12.2,closed,2026-05-07,2026-05-07,2026-05-07
keras-team/keras,22848,Patch release 3.12.2,closed,2026-05-07,2026-05-07,
keras-team/keras,22733,"Accept integer-like scalars (numpy ints, 0-d int tensors) for Dense `units`",open,2026-04-20,,
keras-team/keras,22796,Fix namespace hijacking via priority inversion,open,2026-04-29,,
keras-team/keras,22846,Patch release 3.14.1,closed,2026-05-07,2026-05-07,2026-05-07
keras-team/keras,22105,Allow sublayer/variable reassignment after build(),open,2026-02-03,,
keras-team/keras,22845,fix: setting a fix seed in update kernel initializer,closed,2026-05-06,2026-05-06,2026-05-06
keras-team/keras,22781,Fix workflow naming by using matrix-aware job names instead of unsupported top-level expressions.,closed,2026-04-28,2026-05-06,2026-05-06
keras-team/keras,22839,Improve sub path resolution in `file_utils`.,closed,2026-05-05,2026-05-06,2026-05-06
keras-team/keras,22829,Implement segment_min function in keras.ops,closed,2026-05-05,2026-05-06,2026-05-06
keras-team/keras,22658,Parallelize CPU tests to have them run faster.,closed,2026-04-09,2026-05-05,2026-05-05
keras-team/keras,22838,Fix: Validate large units in Dense.from_config to prevent OOM (#22819),closed,2026-05-05,2026-05-06,
keras-team/keras,22821,Fix torch convert_to_tensor: honor explicit dtype for Python scalars,closed,2026-05-03,2026-05-06,2026-05-06
keras-team/keras,22827,Unique ops,closed,2026-05-04,2026-05-06,2026-05-06
keras-team/keras,21344,[keras/src/print.py] Implement backend-specialised `print` function,closed,2025-06-02,2026-05-06,
keras-team/keras,22114,feat: add data format conversion utilities for models,closed,2026-02-05,2026-05-06,
keras-team/keras,22140,fix: support axis parameter in sparse_categorical_crossentropy,closed,2026-02-09,2026-05-06,
keras-team/keras,22147,feat: add euclidean_distance_transform op (#22038),closed,2026-02-10,2026-05-06,
keras-team/keras,22832,[Fix] Dense layer GPU OOM with rank-3 input due to BatchMatMulV2 gradient materialization,closed,2026-05-05,2026-05-06,2026-05-06
keras-team/keras,22843,Update Gemini CLI action version in workflow,closed,2026-05-05,2026-05-05,2026-05-05
keras-team/keras,22842,fix version,closed,2026-05-05,2026-05-05,
keras-team/keras,22841,Update Gemini CLI action version in workflow,closed,2026-05-05,2026-05-05,2026-05-05
keras-team/keras,22485,fix: replace bare except with except Exception in python_utils,open,2026-03-24,,
keras-team/keras,22840,Fix wrapping in PR template.,closed,2026-05-05,2026-05-05,2026-05-05
keras-team/keras,22778,Improve deserialize_keras_object errors for malformed class configs,open,2026-04-26,,
keras-team/keras,22831,Skip LiteRT export test if ai-edge-litert is missing,closed,2026-05-05,2026-05-05,2026-05-05
keras-team/keras,22660,Torch performance improvement,open,2026-04-09,,
keras-team/keras,22758,Add LiteRT export support for PyTorch backend,closed,2026-04-23,2026-05-05,2026-05-05
keras-team/keras,22833,Fix: Added validation for large units in Dense.from_config (#22819),closed,2026-05-05,2026-05-05,
keras-team/keras,22837,Fix: Validate large units in Dense.from_config to prevent OOM (#22819),closed,2026-05-05,2026-05-05,
keras-team/keras,22814,Add sliding_window to MultiHeadAttention and GroupedQueryAttention,closed,2026-05-01,2026-05-05,2026-05-05
keras-team/keras,22820,"DO NOT SUBMIT, time tests.",open,2026-05-02,,
keras-team/keras,22817,Add masking test for RNN layer,closed,2026-05-02,2026-05-05,2026-05-05
keras-team/keras,22826, Relax tolerance in OpenVINO export tests to fix nightly failures,closed,2026-05-04,2026-05-04,2026-05-04
keras-team/keras,22237,fix : evaluate build fallback for custom test_step,open,2026-02-20,,
keras-team/keras,22708,[Fix] Refactor axis validation and canonicalization for targeted review,closed,2026-04-18,2026-05-04,2026-05-04
keras-team/keras,22791,Fuse JAX Bidirectional LSTM into a single cuDNN call,closed,2026-04-28,2026-05-05,2026-05-05
openai/openai-python,3216,feat: restore beta.vector_stores alias and fix vision README example,open,2026-05-09,,
openai/openai-python,3118,fix: resolve unbounded memory leak from TypeVar parameterized ParsedResponse types,open,2026-04-24,,
openai/openai-python,3215,Fix #3203: `accumulate_delta` drops tool_call fragments when one chunk has multip,open,2026-05-09,,
openai/openai-python,3214,Update README models to gpt-5.5 and gpt-realtime-2,open,2026-05-09,,
openai/openai-python,3105,Update output's content.text to be nullable.,closed,2026-04-20,2026-05-08,
openai/openai-python,3213,release: 2.36.1,open,2026-05-08,,
openai/openai-python,3127,types: add gpt-image-2 image model alias,open,2026-04-26,,
openai/openai-python,3211,chore(examples): bump module_client.py to gpt-5.5,open,2026-05-08,,
openai/openai-python,3210,chore(examples): add -S to env shebangs for portability,open,2026-05-08,,
openai/openai-python,3129,Add dependency-free CLI shell completion,open,2026-04-27,,
openai/openai-python,3205,release: 2.36.0,closed,2026-05-07,2026-05-07,2026-05-07
openai/openai-python,3204,fix(streaming): handle dupe-index delta entries,open,2026-05-07,,
openai/openai-python,3202,release: 2.35.1,closed,2026-05-06,2026-05-06,2026-05-06
openai/openai-python,2845,I'm grandmasterangel ,open,2026-02-05,,
openai/openai-python,3199,release: 2.35.0,closed,2026-05-05,2026-05-06,2026-05-06
openai/openai-python,3200,fix(_logs): redact sensitive headers interpolated into log message strings,open,2026-05-06,,
openai/openai-python,2950,Improve import startup with lazy top-level exports,open,2026-03-10,,
openai/openai-python,3170,feat: Add AWS Bedrock client with SigV4 authentication,open,2026-04-29,,
openai/openai-python,3136,release: 2.34.0,closed,2026-04-28,2026-05-04,2026-05-04
openai/openai-python,3194,"feat(completion): add shell completion scripts for bash, zsh, and fish",open,2026-05-02,,
openai/openai-python,3198,"feat(cli): add shell completion support for bash, zsh, fish, powershell",open,2026-05-03,,
openai/openai-python,3197,feat: add configurable SDK log level (#3096),open,2026-05-02,,
openai/openai-python,3196,feat: expose to_strict_json_schema as public API,open,2026-05-02,,
openai/openai-python,3133,fix: add missing MCP server events to beta Realtime client event union,open,2026-04-28,,
openai/openai-python,3195,feat: default web_search to approximate location (#3180),open,2026-05-02,,
openai/openai-python,2491,Improve the log message at INFO level during retry attempts,open,2025-07-23,,
openai/openai-python,3193,Nightly OSS: `ImageGenerationCall` input param type incorrectly requires `result` and `status`,open,2026-05-02,,
openai/openai-python,3192,docs: update vision image URL example,open,2026-05-01,,
openai/openai-python,3190,Nightly OSS: Azure OpenAI - `model` parameter in request body causes failures when deployment name differs from model name,open,2026-05-01,,
openai/openai-python,3132,fix: resolve PydanticUserError with defer_build=True in multiprocess forkserver workers (pydantic >= 2.12),open,2026-04-28,,
openai/openai-python,3188,Nightly OSS: chat.completions does not work with `verbosity` param,open,2026-04-30,,
openai/openai-python,3187,Nightly OSS: Responses API: undocumented reasoning+message pairing constraint breaks multi-turn conversations,open,2026-04-30,,
openai/openai-python,3189,"Nightly OSS: Typing: when stream is completed, delta in ChatCompletionChunk from azure openai is None; should be ChoiceDelta  ",open,2026-04-30,,
openai/openai-python,3186,"Nightly OSS: Responses WebSocket (/v1/responses) closes with code 1000 and no events when temperature is a decimal (e.g., 1.2)",open,2026-04-30,,
openai/openai-python,3185,Nightly OSS: Unsupported content type: 'multipart/form-data',open,2026-04-30,,
openai/openai-python,3184,Nightly OSS: The callable api_key feature seems to be broken for Azure OpenAI clients,open,2026-04-30,,
openai/openai-python,3183,Nightly OSS: OpenAI client intercepts Celery SoftTimeLimitExceeded exception if it happens during API call,open,2026-04-30,,
openai/openai-python,3182,"Nightly OSS: BadRequestError: 400 - max_tokens or model output limit reached when using beta.chat.completions.parse() with Azure OpenAI GPT-5, even without setting max_tokens",open,2026-04-30,,
openai/openai-python,3135,feat(auth): add AWS Bedrock token provider,open,2026-04-28,,
openai/openai-python,3181,fix(types): make `action` optional in `ResponseFunctionWebSearch`,open,2026-04-30,,
openai/openai-python,3178,Nightly OSS: gemini-3-flash-preview openai compatible tool call error,open,2026-04-29,,
openai/openai-python,3176,Nightly OSS: Realtime API Pydantic Models incomplete for RealtimeResponseStatus type,open,2026-04-29,,
openai/openai-python,3174,Nightly OSS: Incompatibility of assistant with tool_calls and tool role in the /v1/responses endpoint,open,2026-04-29,,
openai/openai-python,3177,Nightly OSS: usage.prompt_tokens_details=None,open,2026-04-29,,
openai/openai-python,3175,Nightly OSS: APIConnectionError raised when using AsyncOpenAI along FastAPI and uvicorn(uvloop),open,2026-04-29,,
openai/openai-python,3173,Nightly OSS: openai migration on Windows WSL error. instructions are wrong,open,2026-04-29,,
openai/openai-python,3172,Nightly OSS: Bug: `by_alias: NoneType` in openai-python v2.24.0 when logging.DEBUG is enabled,open,2026-04-29,,
openai/openai-python,3171,Nightly OSS: GPT5 Models | Tool choices other than 'auto' are not supported with model,open,2026-04-29,,
openai/openai-python,3165,Nightly OSS: Streaming A Background Response,open,2026-04-29,,
openai/openai-python,3169,Nightly OSS: Unrestricted caching keyed by generated types causes memory leak in multi-threaded regimes,open,2026-04-29,,
openai/openai-python,3168,Nightly OSS: responses.parse() throws a PydanticSerializationUnexpectedValue error in v2.21.0,open,2026-04-29,,
openai/openai-python,3167,Nightly OSS: Json parsing error with content moderation,open,2026-04-29,,
openai/openai-python,3166,Nightly OSS: The return value of the vector_stores.file_batches.poll method contains the ID of the VectorStore.,open,2026-04-29,,
openai/openai-python,3164,Nightly OSS: timeout not respected openai client,open,2026-04-29,,
openai/openai-python,3163,"Nightly OSS: Streaming: JSONDecodeError when SSE events contain only meta-fields (retry, id, event)",open,2026-04-29,,
openai/openai-python,3162,"Nightly OSS: message=""Unknown parameter: 'session.output_modalities'   While using gpt realtime api",open,2026-04-29,,
openai/openai-python,3150,docs: minor update for 2026-04-29 daily batch replacement,open,2026-04-29,,
openai/openai-python,3161,Nightly OSS: Possible memory leak in ,open,2026-04-29,,
openai/openai-python,3160,Nightly OSS: Encountering a 500 error when calling responses.parse on a schema containing decimal.Decimal fields.,open,2026-04-29,,
openai/openai-python,3159,Nightly OSS: beta.chat.completions.parse returns unhandled ValidationError,open,2026-04-29,,
microsoft/LightGBM,7266,TBD,open,2026-05-08,,
microsoft/LightGBM,7265,[cuda] datasets need to be created for the correct device_type to avoid segmentation fault crash. Improve user friendliness with better more explicit error message,open,2026-05-08,,
microsoft/LightGBM,7261,[cuda] Fix dense histogram offset issue for global-memory ,open,2026-05-05,,
microsoft/LightGBM,7256,[cuda] cap columns per partition to fix SIGFPE on low-bin features,open,2026-05-03,,
microsoft/LightGBM,7263,[python-package] Add support for PyArrow-backed Pandas DataFrames,open,2026-05-07,,
microsoft/LightGBM,7264,[python-package] Add Polars / Arrow C Stream support with categorical handling,open,2026-05-07,,
microsoft/LightGBM,7260,[python-package] Allow to pass Arrow array as position,open,2026-05-05,,
microsoft/LightGBM,6897,[docs][python] update types in docstring,closed,2025-04-27,2025-05-03,2025-05-03
microsoft/LightGBM,7168,[python-package] Added tests on Booster.shuffle_model(),open,2026-02-24,,
