repo_a,repo_b,similarity
woodpecker-ci/woodpecker,vellum-ai/vellum-assistant,0.294459
woodpecker-ci/woodpecker,alexandre-daubois/ember,0.464163
woodpecker-ci/woodpecker,netbox-community/netbox-chart,0.472096
woodpecker-ci/woodpecker,thomwebb/gac,0.306914
woodpecker-ci/woodpecker,MIERUNE/svelte-maplibre-gl,0.386234
woodpecker-ci/woodpecker,Linuxfabrik/monitoring-plugins,0.266646
woodpecker-ci/woodpecker,iopsystems/rezolus,0.116467
woodpecker-ci/woodpecker,Fu-Jie/openwebui-extensions,0.326388
TagStudioDev/TagStudio,tensorflow/tensorflow,0.414442
TagStudioDev/TagStudio,flutter/flutter,0.308158
TagStudioDev/TagStudio,ollama/ollama,0.238571
TagStudioDev/TagStudio,huggingface/transformers,0.18711
TagStudioDev/TagStudio,langgenius/dify,0.434121
TagStudioDev/TagStudio,vercel/next.js,0.35823
TagStudioDev/TagStudio,open-webui/open-webui,0.461342
TagStudioDev/TagStudio,langchain-ai/langchain,0.442308
TagStudioDev/TagStudio,kubernetes/kubernetes,0.443595
TagStudioDev/TagStudio,supabase/supabase,0.290118
TagStudioDev/TagStudio,angular/angular,0.240657
TagStudioDev/TagStudio,pytorch/pytorch,0.19423
TagStudioDev/TagStudio,fastapi/fastapi,0.371591
TagStudioDev/TagStudio,ant-design/ant-design,0.395695
TagStudioDev/TagStudio,django/django,0.138051
TagStudioDev/TagStudio,opencv/opencv,0.29255
TagStudioDev/TagStudio,home-assistant/core,0.165565
TagStudioDev/TagStudio,sveltejs/svelte,0.439852
TagStudioDev/TagStudio,vllm-project/vllm,0.320563
TagStudioDev/TagStudio,elastic/elasticsearch,0.163462
TagStudioDev/TagStudio,grafana/grafana,0.426031
TagStudioDev/TagStudio,apache/superset,0.208976
TagStudioDev/TagStudio,pallets/flask,0.330185
TagStudioDev/TagStudio,ansible/ansible,0.466551
TagStudioDev/TagStudio,apache/echarts,0.255364
TagStudioDev/TagStudio,scikit-learn/scikit-learn,0.467354
TagStudioDev/TagStudio,keras-team/keras,0.041723
TagStudioDev/TagStudio,prometheus/prometheus,0.392249
TagStudioDev/TagStudio,commaai/openpilot,0.346529
TagStudioDev/TagStudio,pocketbase/pocketbase,0.360712
TagStudioDev/TagStudio,ultralytics/ultralytics,0.400439
TagStudioDev/TagStudio,appwrite/appwrite,0.296681
TagStudioDev/TagStudio,vuejs/core,0.393648
TagStudioDev/TagStudio,expo/expo,0.222384
TagStudioDev/TagStudio,run-llama/llama_index,0.596489
TagStudioDev/TagStudio,pandas-dev/pandas,0.325172
TagStudioDev/TagStudio,hashicorp/terraform,0.295528
TagStudioDev/TagStudio,prisma/prisma,0.266626
TagStudioDev/TagStudio,apache/airflow,0.161377
TagStudioDev/TagStudio,streamlit/streamlit,0.374785
TagStudioDev/TagStudio,milvus-io/milvus,0.533065
TagStudioDev/TagStudio,getsentry/sentry,0.356762
TagStudioDev/TagStudio,apache/spark,0.185888
TagStudioDev/TagStudio,gradio-app/gradio,0.404126
TagStudioDev/TagStudio,ray-project/ray,0.285515
TagStudioDev/TagStudio,HKUDS/nanobot,0.421963
TagStudioDev/TagStudio,pingcap/tidb,0.270295
TagStudioDev/TagStudio,facebookresearch/faiss,0.171809
TagStudioDev/TagStudio,photoprism/photoprism,0.52292
TagStudioDev/TagStudio,istio/istio,0.385971
TagStudioDev/TagStudio,duckdb/duckdb,0.38602
TagStudioDev/TagStudio,docker/compose,0.295227
TagStudioDev/TagStudio,typeorm/typeorm,0.335455
TagStudioDev/TagStudio,jax-ml/jax,0.377774
TagStudioDev/TagStudio,nextcloud/server,0.494272
TagStudioDev/TagStudio,PostHog/posthog,0.27951
TagStudioDev/TagStudio,alibaba/nacos,0.413345
TagStudioDev/TagStudio,lutzroeder/netron,0.303174
TagStudioDev/TagStudio,apache/kafka,0.36973
TagStudioDev/TagStudio,seaweedfs/seaweedfs,0.487333
TagStudioDev/TagStudio,cockroachdb/cockroach,0.233224
TagStudioDev/TagStudio,numpy/numpy,0.395202
TagStudioDev/TagStudio,hasura/graphql-engine,0.296517
TagStudioDev/TagStudio,qdrant/qdrant,0.350669
TagStudioDev/TagStudio,openai/openai-python,0.185322
TagStudioDev/TagStudio,helm/helm,0.461508
TagStudioDev/TagStudio,academic/awesome-datascience,0.298665
TagStudioDev/TagStudio,alibaba/spring-cloud-alibaba,0.246738
TagStudioDev/TagStudio,dmlc/xgboost,0.354417
TagStudioDev/TagStudio,chroma-core/chroma,0.42618
TagStudioDev/TagStudio,langfuse/langfuse,0.423413
TagStudioDev/TagStudio,apache/flink,0.147006
TagStudioDev/TagStudio,mlflow/mlflow,0.252503
TagStudioDev/TagStudio,pulumi/pulumi,0.458283
TagStudioDev/TagStudio,clockworklabs/SpacetimeDB,0.363425
TagStudioDev/TagStudio,PaddlePaddle/Paddle,0.339089
TagStudioDev/TagStudio,volcengine/OpenViking,0.412831
TagStudioDev/TagStudio,Tencent/ncnn,0.270027
TagStudioDev/TagStudio,phoenixframework/phoenix,0.439696
TagStudioDev/TagStudio,argoproj/argo-cd,0.478104
TagStudioDev/TagStudio,matplotlib/matplotlib,0.338684
TagStudioDev/TagStudio,jaegertracing/jaeger,0.464048
TagStudioDev/TagStudio,jhipster/generator-jhipster,0.461576
TagStudioDev/TagStudio,prefecthq/prefect,0.45688
TagStudioDev/TagStudio,elastic/kibana,0.144816
TagStudioDev/TagStudio,microsoft/onnxruntime,0.093526
TagStudioDev/TagStudio,baidu/amis,0.459358
TagStudioDev/TagStudio,tursodatabase/turso,0.310225
TagStudioDev/TagStudio,screenpipe/screenpipe,0.209485
TagStudioDev/TagStudio,plotly/plotly.py,0.339346
TagStudioDev/TagStudio,microsoft/LightGBM,0.27878
TagStudioDev/TagStudio,rqlite/rqlite,0.474379
TagStudioDev/TagStudio,weaviate/weaviate,0.421506
TagStudioDev/TagStudio,apache/doris,0.111616
TagStudioDev/TagStudio,jupyterlab/jupyterlab,0.411763
TagStudioDev/TagStudio,apexcharts/apexcharts.js,0.278793
TagStudioDev/TagStudio,ktorio/ktor,0.489034
TagStudioDev/TagStudio,jupyter/notebook,0.463232
TagStudioDev/TagStudio,encode/starlette,0.491604
TagStudioDev/TagStudio,StarRocks/starrocks,0.245783
TagStudioDev/TagStudio,get-convex/convex-backend,0.400433
TagStudioDev/TagStudio,misskey-dev/misskey,0.464932
TagStudioDev/TagStudio,frappe/frappe,0.349475
TagStudioDev/TagStudio,openebs/openebs,0.480136
TagStudioDev/TagStudio,hicccc77/WeFlow,0.3799
TagStudioDev/TagStudio,apache/seatunnel,0.475092
TagStudioDev/TagStudio,databendlabs/databend,0.168374
TagStudioDev/TagStudio,modelscope/modelscope,0.380016
TagStudioDev/TagStudio,dropwizard/dropwizard,0.364243
TagStudioDev/TagStudio,webstudio-is/webstudio,0.334438
TagStudioDev/TagStudio,stamparm/maltrail,0.409682
TagStudioDev/TagStudio,k8sgpt-ai/k8sgpt,0.510965
TagStudioDev/TagStudio,chengaopan/AutoMergePublicNodes,0.545314
TagStudioDev/TagStudio,LearningCircuit/local-deep-research,0.405028
TagStudioDev/TagStudio,woodpecker-ci/woodpecker,0.442894
TagStudioDev/TagStudio,TagStudioDev/TagStudio,1.0
TagStudioDev/TagStudio,databasus/databasus,0.34118
TagStudioDev/TagStudio,nesquena/hermes-webui,0.317884
TagStudioDev/TagStudio,farm-fe/farm,0.419073
TagStudioDev/TagStudio,home-assistant/frontend,0.315
TagStudioDev/TagStudio,osaurus-ai/osaurus,0.229253
TagStudioDev/TagStudio,floci-io/floci,0.371642
TagStudioDev/TagStudio,metalbear-co/mirrord,0.429044
TagStudioDev/TagStudio,sacridini/Awesome-Geospatial,0.209611
TagStudioDev/TagStudio,Mai-with-u/MaiBot,0.22208
TagStudioDev/TagStudio,clidey/whodb,0.405482
TagStudioDev/TagStudio,Tracer-Cloud/opensre,0.21476
TagStudioDev/TagStudio,pytorch/executorch,0.337225
TagStudioDev/TagStudio,EasyCorp/EasyAdminBundle,0.272363
TagStudioDev/TagStudio,SwanHubX/SwanLab,0.37241
TagStudioDev/TagStudio,IBM/mcp-context-forge,0.242044
TagStudioDev/TagStudio,web-infra-dev/rsbuild,0.451458
TagStudioDev/TagStudio,metorial/metorial,0.166973
TagStudioDev/TagStudio,langwatch/langwatch,0.373645
TagStudioDev/TagStudio,neomjs/neo,0.322183
TagStudioDev/TagStudio,TableProApp/TablePro,0.374622
TagStudioDev/TagStudio,hosseinmoein/DataFrame,0.173408
TagStudioDev/TagStudio,av/harbor,0.41377
TagStudioDev/TagStudio,patrick-kidger/equinox,0.129868
TagStudioDev/TagStudio,ZSeven-W/openpencil,0.274682
TagStudioDev/TagStudio,superplanehq/superplane,0.397375
TagStudioDev/TagStudio,schultek/jaspr,0.373472
TagStudioDev/TagStudio,kubenav/kubenav,0.294551
TagStudioDev/TagStudio,apioo/fusio,0.245176
TagStudioDev/TagStudio,openhab/openhab-addons,0.473175
TagStudioDev/TagStudio,KudoAI/chatgpt.js,0.290675
TagStudioDev/TagStudio,ezshine/AwesomeSites,0.366238
TagStudioDev/TagStudio,Nano-Collective/nanocoder,0.308373
TagStudioDev/TagStudio,NeptuneHub/AudioMuse-AI,0.332309
TagStudioDev/TagStudio,userfrosting/UserFrosting,0.427895
TagStudioDev/TagStudio,apache/solr,0.168984
TagStudioDev/TagStudio,EnzymeAD/Enzyme,0.130521
TagStudioDev/TagStudio,TailGrids/tailgrids,0.243138
TagStudioDev/TagStudio,mkubaczyk/helmsman,0.395638
TagStudioDev/TagStudio,serversideup/spin,0.289865
TagStudioDev/TagStudio,kimdre/doco-cd,0.511333
TagStudioDev/TagStudio,kube-green/kube-green,0.420105
TagStudioDev/TagStudio,jsxgraph/jsxgraph,0.219541
TagStudioDev/TagStudio,t8y2/dbx,0.325785
TagStudioDev/TagStudio,yjl9903/AnimeGarden,0.514761
TagStudioDev/TagStudio,ppy/osu-web,0.515569
TagStudioDev/TagStudio,OSGeo/grass,0.420018
TagStudioDev/TagStudio,rzru/nightingale,0.274023
TagStudioDev/TagStudio,apache/ofbiz-framework,0.181171
TagStudioDev/TagStudio,EhTagTranslation/Database,0.607698
TagStudioDev/TagStudio,howie6879/weekly,0.296864
TagStudioDev/TagStudio,xiaoiver/infinite-canvas-tutorial,0.423763
TagStudioDev/TagStudio,SemiAnalysisAI/InferenceX,0.245527
TagStudioDev/TagStudio,yegor256/takes,0.420056
TagStudioDev/TagStudio,ArcadeData/arcadedb,0.281775
TagStudioDev/TagStudio,ENTERPILOT/GoModel,0.176391
TagStudioDev/TagStudio,bjw-s-labs/home-ops,0.414446
TagStudioDev/TagStudio,bgauryy/octocode-mcp,0.262947
TagStudioDev/TagStudio,superiorlu/AITreasureBox,0.375714
TagStudioDev/TagStudio,openyak/openyak,0.452712
TagStudioDev/TagStudio,rcarmo/piclaw,0.348959
TagStudioDev/TagStudio,adriannovegil/awesome-observability,0.249019
TagStudioDev/TagStudio,flamego/flamego,0.454492
TagStudioDev/TagStudio,kviklet/kviklet,0.234402
TagStudioDev/TagStudio,suyoumo/ClawProBench,0.381163
TagStudioDev/TagStudio,GeminiLight/MindOS,0.357336
TagStudioDev/TagStudio,kurtosis-tech/kurtosis,0.43201
TagStudioDev/TagStudio,mx-space/core,0.461543
TagStudioDev/TagStudio,henrydaum/second-brain,0.210709
TagStudioDev/TagStudio,flaviuse/mern-authentication,0.223531
TagStudioDev/TagStudio,D-Sketon/hexo-theme-reimu,0.405614
TagStudioDev/TagStudio,FrancescoXX/rustcrab,0.211444
TagStudioDev/TagStudio,violit-dev/violit,0.399369
TagStudioDev/TagStudio,cyhhao/vibe-remote,0.290477
TagStudioDev/TagStudio,aree6/LiftShift,0.28106
TagStudioDev/TagStudio,ILoveBingLu/CipherTalk,0.430311
TagStudioDev/TagStudio,buroa/k8s-gitops,0.420919
TagStudioDev/TagStudio,vellum-ai/vellum-assistant,0.443256
TagStudioDev/TagStudio,alexandre-daubois/ember,0.424964
TagStudioDev/TagStudio,netbox-community/netbox-chart,0.414824
TagStudioDev/TagStudio,thomwebb/gac,0.469649
TagStudioDev/TagStudio,MIERUNE/svelte-maplibre-gl,0.558804
TagStudioDev/TagStudio,Linuxfabrik/monitoring-plugins,0.303316
TagStudioDev/TagStudio,iopsystems/rezolus,0.242138
TagStudioDev/TagStudio,Fu-Jie/openwebui-extensions,0.482558
databasus/databasus,tensorflow/tensorflow,0.22311
databasus/databasus,flutter/flutter,0.258045
databasus/databasus,ollama/ollama,0.155053
databasus/databasus,huggingface/transformers,0.04939
databasus/databasus,langgenius/dify,0.265056
databasus/databasus,vercel/next.js,0.170393
databasus/databasus,open-webui/open-webui,0.185526
databasus/databasus,langchain-ai/langchain,0.187177
databasus/databasus,kubernetes/kubernetes,0.306913
databasus/databasus,supabase/supabase,0.484333
databasus/databasus,angular/angular,0.07194
databasus/databasus,pytorch/pytorch,0.211543
databasus/databasus,fastapi/fastapi,0.298368
databasus/databasus,ant-design/ant-design,0.068926
databasus/databasus,django/django,0.103577
databasus/databasus,opencv/opencv,0.09727
databasus/databasus,home-assistant/core,0.303958
databasus/databasus,sveltejs/svelte,0.184317
databasus/databasus,vllm-project/vllm,0.14787
databasus/databasus,elastic/elasticsearch,0.290018
databasus/databasus,grafana/grafana,0.455189
databasus/databasus,apache/superset,0.107266
databasus/databasus,pallets/flask,0.127985
databasus/databasus,ansible/ansible,0.3525
databasus/databasus,apache/echarts,0.295977
databasus/databasus,scikit-learn/scikit-learn,0.189949
databasus/databasus,keras-team/keras,0.198103
databasus/databasus,prometheus/prometheus,0.373605
databasus/databasus,commaai/openpilot,0.154661
databasus/databasus,pocketbase/pocketbase,0.254302
databasus/databasus,ultralytics/ultralytics,0.161931
databasus/databasus,appwrite/appwrite,0.399898
databasus/databasus,vuejs/core,0.226972
databasus/databasus,expo/expo,0.073055
databasus/databasus,run-llama/llama_index,0.33935
databasus/databasus,pandas-dev/pandas,0.239578
databasus/databasus,hashicorp/terraform,0.193991
databasus/databasus,prisma/prisma,0.348297
databasus/databasus,apache/airflow,0.09632
databasus/databasus,streamlit/streamlit,0.396009
databasus/databasus,milvus-io/milvus,0.373463
databasus/databasus,getsentry/sentry,0.207149
databasus/databasus,apache/spark,0.369688
databasus/databasus,gradio-app/gradio,0.14992
databasus/databasus,ray-project/ray,0.167858
databasus/databasus,HKUDS/nanobot,0.140072
databasus/databasus,pingcap/tidb,0.391821
databasus/databasus,facebookresearch/faiss,0.13882
databasus/databasus,photoprism/photoprism,0.270188
databasus/databasus,istio/istio,0.255107
databasus/databasus,duckdb/duckdb,0.355441
databasus/databasus,docker/compose,0.226256
databasus/databasus,typeorm/typeorm,0.318857
databasus/databasus,jax-ml/jax,0.182499
databasus/databasus,nextcloud/server,0.389278
databasus/databasus,PostHog/posthog,0.348044
databasus/databasus,alibaba/nacos,0.266577
databasus/databasus,lutzroeder/netron,0.143245
databasus/databasus,apache/kafka,0.309655
databasus/databasus,seaweedfs/seaweedfs,0.431285
databasus/databasus,cockroachdb/cockroach,0.355547
databasus/databasus,numpy/numpy,0.131112
databasus/databasus,hasura/graphql-engine,0.474233
databasus/databasus,qdrant/qdrant,0.24544
databasus/databasus,openai/openai-python,0.20121
databasus/databasus,helm/helm,0.270708
databasus/databasus,academic/awesome-datascience,0.328295
databasus/databasus,alibaba/spring-cloud-alibaba,0.297617
databasus/databasus,dmlc/xgboost,0.354364
databasus/databasus,chroma-core/chroma,0.298446
databasus/databasus,langfuse/langfuse,0.309742
databasus/databasus,apache/flink,0.298758
databasus/databasus,mlflow/mlflow,0.245327
databasus/databasus,pulumi/pulumi,0.310827
databasus/databasus,clockworklabs/SpacetimeDB,0.298181
databasus/databasus,PaddlePaddle/Paddle,0.209011
databasus/databasus,volcengine/OpenViking,0.09547
databasus/databasus,Tencent/ncnn,0.066888
databasus/databasus,phoenixframework/phoenix,0.215556
databasus/databasus,argoproj/argo-cd,0.296446
databasus/databasus,matplotlib/matplotlib,0.109622
databasus/databasus,jaegertracing/jaeger,0.283966
databasus/databasus,jhipster/generator-jhipster,0.334464
databasus/databasus,prefecthq/prefect,0.241861
databasus/databasus,elastic/kibana,0.303393
databasus/databasus,microsoft/onnxruntime,0.092534
databasus/databasus,baidu/amis,0.271178
databasus/databasus,tursodatabase/turso,0.297736
databasus/databasus,screenpipe/screenpipe,0.128214
databasus/databasus,plotly/plotly.py,0.244271
databasus/databasus,microsoft/LightGBM,0.225241
databasus/databasus,rqlite/rqlite,0.388576
databasus/databasus,weaviate/weaviate,0.266381
databasus/databasus,apache/doris,0.212961
databasus/databasus,jupyterlab/jupyterlab,0.180746
databasus/databasus,apexcharts/apexcharts.js,0.248927
databasus/databasus,ktorio/ktor,0.254327
databasus/databasus,jupyter/notebook,0.212082
databasus/databasus,encode/starlette,0.275504
databasus/databasus,StarRocks/starrocks,0.333746
databasus/databasus,get-convex/convex-backend,0.282915
databasus/databasus,misskey-dev/misskey,0.327523
databasus/databasus,frappe/frappe,0.217094
databasus/databasus,openebs/openebs,0.384579
databasus/databasus,hicccc77/WeFlow,0.345975
databasus/databasus,apache/seatunnel,0.336997
databasus/databasus,databendlabs/databend,0.37995
databasus/databasus,modelscope/modelscope,0.210366
databasus/databasus,dropwizard/dropwizard,0.259464
databasus/databasus,webstudio-is/webstudio,0.309521
databasus/databasus,stamparm/maltrail,0.184105
databasus/databasus,k8sgpt-ai/k8sgpt,0.252693
databasus/databasus,chengaopan/AutoMergePublicNodes,0.335898
databasus/databasus,LearningCircuit/local-deep-research,0.289004
databasus/databasus,woodpecker-ci/woodpecker,0.227817
databasus/databasus,TagStudioDev/TagStudio,0.34118
databasus/databasus,databasus/databasus,1.0
databasus/databasus,nesquena/hermes-webui,0.294685
databasus/databasus,farm-fe/farm,0.254154
databasus/databasus,home-assistant/frontend,0.229099
databasus/databasus,osaurus-ai/osaurus,0.193129
databasus/databasus,floci-io/floci,0.248323
databasus/databasus,metalbear-co/mirrord,0.355152
databasus/databasus,sacridini/Awesome-Geospatial,0.178282
databasus/databasus,Mai-with-u/MaiBot,0.117624
databasus/databasus,clidey/whodb,0.497319
databasus/databasus,Tracer-Cloud/opensre,0.279232
databasus/databasus,pytorch/executorch,0.102946
databasus/databasus,EasyCorp/EasyAdminBundle,0.218963
databasus/databasus,SwanHubX/SwanLab,0.284847
databasus/databasus,IBM/mcp-context-forge,0.239301
databasus/databasus,web-infra-dev/rsbuild,0.337099
databasus/databasus,metorial/metorial,0.192552
databasus/databasus,langwatch/langwatch,0.228402
databasus/databasus,neomjs/neo,0.213091
databasus/databasus,TableProApp/TablePro,0.535563
databasus/databasus,hosseinmoein/DataFrame,0.113361
databasus/databasus,av/harbor,0.216062
databasus/databasus,patrick-kidger/equinox,0.158606
databasus/databasus,ZSeven-W/openpencil,0.195224
databasus/databasus,superplanehq/superplane,0.306969
databasus/databasus,schultek/jaspr,0.145992
databasus/databasus,kubenav/kubenav,0.271368
databasus/databasus,apioo/fusio,0.345921
databasus/databasus,openhab/openhab-addons,0.272547
databasus/databasus,KudoAI/chatgpt.js,0.236335
databasus/databasus,ezshine/AwesomeSites,0.326217
databasus/databasus,Nano-Collective/nanocoder,0.185612
databasus/databasus,NeptuneHub/AudioMuse-AI,0.24375
databasus/databasus,userfrosting/UserFrosting,0.273009
databasus/databasus,apache/solr,0.107741
databasus/databasus,EnzymeAD/Enzyme,0.039442
databasus/databasus,TailGrids/tailgrids,0.209499
databasus/databasus,mkubaczyk/helmsman,0.153497
databasus/databasus,serversideup/spin,0.277182
databasus/databasus,kimdre/doco-cd,0.246827
databasus/databasus,kube-green/kube-green,0.244837
databasus/databasus,jsxgraph/jsxgraph,0.224843
databasus/databasus,t8y2/dbx,0.558712
databasus/databasus,yjl9903/AnimeGarden,0.244133
databasus/databasus,ppy/osu-web,0.27397
databasus/databasus,OSGeo/grass,0.220522
databasus/databasus,rzru/nightingale,0.289951
databasus/databasus,apache/ofbiz-framework,0.166164
databasus/databasus,EhTagTranslation/Database,0.292933
databasus/databasus,howie6879/weekly,0.177141
databasus/databasus,xiaoiver/infinite-canvas-tutorial,0.172595
databasus/databasus,SemiAnalysisAI/InferenceX,0.125107
databasus/databasus,yegor256/takes,0.245966
databasus/databasus,ArcadeData/arcadedb,0.44768
databasus/databasus,ENTERPILOT/GoModel,0.180098
databasus/databasus,bjw-s-labs/home-ops,0.280092
databasus/databasus,bgauryy/octocode-mcp,0.148408
databasus/databasus,superiorlu/AITreasureBox,0.275895
databasus/databasus,openyak/openyak,0.249619
databasus/databasus,rcarmo/piclaw,0.192574
databasus/databasus,adriannovegil/awesome-observability,0.306882
databasus/databasus,flamego/flamego,0.193857
databasus/databasus,kviklet/kviklet,0.292321
databasus/databasus,suyoumo/ClawProBench,0.136606
databasus/databasus,GeminiLight/MindOS,0.184076
databasus/databasus,kurtosis-tech/kurtosis,0.262444
databasus/databasus,mx-space/core,0.369265
databasus/databasus,henrydaum/second-brain,0.198821
databasus/databasus,flaviuse/mern-authentication,0.193369
databasus/databasus,D-Sketon/hexo-theme-reimu,0.204463
databasus/databasus,FrancescoXX/rustcrab,0.29243
databasus/databasus,violit-dev/violit,0.1899
databasus/databasus,cyhhao/vibe-remote,0.310502
databasus/databasus,aree6/LiftShift,0.314655
databasus/databasus,ILoveBingLu/CipherTalk,0.227803
databasus/databasus,buroa/k8s-gitops,0.253818
databasus/databasus,vellum-ai/vellum-assistant,0.332277
databasus/databasus,alexandre-daubois/ember,0.362984
databasus/databasus,netbox-community/netbox-chart,0.213685
databasus/databasus,thomwebb/gac,0.315236
databasus/databasus,MIERUNE/svelte-maplibre-gl,0.192115
databasus/databasus,Linuxfabrik/monitoring-plugins,0.244567
databasus/databasus,iopsystems/rezolus,0.226449
databasus/databasus,Fu-Jie/openwebui-extensions,0.238963
nesquena/hermes-webui,tensorflow/tensorflow,0.310338
nesquena/hermes-webui,flutter/flutter,0.27939
nesquena/hermes-webui,ollama/ollama,0.279182
nesquena/hermes-webui,huggingface/transformers,0.210853
nesquena/hermes-webui,langgenius/dify,0.410333
nesquena/hermes-webui,vercel/next.js,0.194441
nesquena/hermes-webui,open-webui/open-webui,0.481862
nesquena/hermes-webui,langchain-ai/langchain,0.435487
nesquena/hermes-webui,kubernetes/kubernetes,0.205124
nesquena/hermes-webui,supabase/supabase,0.288574
nesquena/hermes-webui,angular/angular,0.276416
nesquena/hermes-webui,pytorch/pytorch,0.247824
nesquena/hermes-webui,fastapi/fastapi,0.452445
nesquena/hermes-webui,ant-design/ant-design,0.27348
nesquena/hermes-webui,django/django,0.294003
nesquena/hermes-webui,opencv/opencv,0.044433
nesquena/hermes-webui,home-assistant/core,0.376601
nesquena/hermes-webui,sveltejs/svelte,0.318405
nesquena/hermes-webui,vllm-project/vllm,0.188982
nesquena/hermes-webui,elastic/elasticsearch,0.301284
nesquena/hermes-webui,grafana/grafana,0.384606
nesquena/hermes-webui,apache/superset,0.194781
nesquena/hermes-webui,pallets/flask,0.403419
nesquena/hermes-webui,ansible/ansible,0.413378
nesquena/hermes-webui,apache/echarts,0.28697
nesquena/hermes-webui,scikit-learn/scikit-learn,0.215664
nesquena/hermes-webui,keras-team/keras,0.304179
nesquena/hermes-webui,prometheus/prometheus,0.316263
nesquena/hermes-webui,commaai/openpilot,0.289513
nesquena/hermes-webui,pocketbase/pocketbase,0.30238
nesquena/hermes-webui,ultralytics/ultralytics,0.240832
nesquena/hermes-webui,appwrite/appwrite,0.356773
nesquena/hermes-webui,vuejs/core,0.388135
nesquena/hermes-webui,expo/expo,0.221556
nesquena/hermes-webui,run-llama/llama_index,0.436969
nesquena/hermes-webui,pandas-dev/pandas,0.176422
nesquena/hermes-webui,hashicorp/terraform,0.316946
nesquena/hermes-webui,prisma/prisma,0.185812
nesquena/hermes-webui,apache/airflow,0.18679
nesquena/hermes-webui,streamlit/streamlit,0.378311
nesquena/hermes-webui,milvus-io/milvus,0.276396
nesquena/hermes-webui,getsentry/sentry,0.264192
nesquena/hermes-webui,apache/spark,0.211143
nesquena/hermes-webui,gradio-app/gradio,0.339091
nesquena/hermes-webui,ray-project/ray,0.180827
nesquena/hermes-webui,HKUDS/nanobot,0.406023
nesquena/hermes-webui,pingcap/tidb,0.203336
nesquena/hermes-webui,facebookresearch/faiss,0.131005
nesquena/hermes-webui,photoprism/photoprism,0.331868
nesquena/hermes-webui,istio/istio,0.389012
nesquena/hermes-webui,duckdb/duckdb,0.13582
nesquena/hermes-webui,docker/compose,0.245643
nesquena/hermes-webui,typeorm/typeorm,0.174349
nesquena/hermes-webui,jax-ml/jax,0.368925
nesquena/hermes-webui,nextcloud/server,0.238866
nesquena/hermes-webui,PostHog/posthog,0.342266
nesquena/hermes-webui,alibaba/nacos,0.400116
nesquena/hermes-webui,lutzroeder/netron,0.290177
nesquena/hermes-webui,apache/kafka,0.154845
nesquena/hermes-webui,seaweedfs/seaweedfs,0.172759
nesquena/hermes-webui,cockroachdb/cockroach,0.071458
nesquena/hermes-webui,numpy/numpy,0.24742
nesquena/hermes-webui,hasura/graphql-engine,0.340727
nesquena/hermes-webui,qdrant/qdrant,0.265469
nesquena/hermes-webui,openai/openai-python,0.422537
nesquena/hermes-webui,helm/helm,0.24995
nesquena/hermes-webui,academic/awesome-datascience,0.286059
nesquena/hermes-webui,alibaba/spring-cloud-alibaba,0.289862
nesquena/hermes-webui,dmlc/xgboost,0.229268
nesquena/hermes-webui,chroma-core/chroma,0.346148
nesquena/hermes-webui,langfuse/langfuse,0.393939
nesquena/hermes-webui,apache/flink,0.153928
nesquena/hermes-webui,mlflow/mlflow,0.350017
nesquena/hermes-webui,pulumi/pulumi,0.380562
nesquena/hermes-webui,clockworklabs/SpacetimeDB,0.106399
nesquena/hermes-webui,PaddlePaddle/Paddle,0.253918
nesquena/hermes-webui,volcengine/OpenViking,0.420566
nesquena/hermes-webui,Tencent/ncnn,0.192473
nesquena/hermes-webui,phoenixframework/phoenix,0.367031
nesquena/hermes-webui,argoproj/argo-cd,0.219088
nesquena/hermes-webui,matplotlib/matplotlib,0.175665
nesquena/hermes-webui,jaegertracing/jaeger,0.234268
nesquena/hermes-webui,jhipster/generator-jhipster,0.319752
nesquena/hermes-webui,prefecthq/prefect,0.234185
nesquena/hermes-webui,elastic/kibana,0.29585
nesquena/hermes-webui,microsoft/onnxruntime,0.243383
nesquena/hermes-webui,baidu/amis,0.350457
nesquena/hermes-webui,tursodatabase/turso,0.068231
nesquena/hermes-webui,screenpipe/screenpipe,0.228678
nesquena/hermes-webui,plotly/plotly.py,0.334626
nesquena/hermes-webui,microsoft/LightGBM,0.183231
nesquena/hermes-webui,rqlite/rqlite,0.175417
nesquena/hermes-webui,weaviate/weaviate,0.286798
nesquena/hermes-webui,apache/doris,0.160487
nesquena/hermes-webui,jupyterlab/jupyterlab,0.334785
nesquena/hermes-webui,apexcharts/apexcharts.js,0.16915
nesquena/hermes-webui,ktorio/ktor,0.300468
nesquena/hermes-webui,jupyter/notebook,0.357937
nesquena/hermes-webui,encode/starlette,0.375485
nesquena/hermes-webui,StarRocks/starrocks,0.134243
nesquena/hermes-webui,get-convex/convex-backend,0.308049
nesquena/hermes-webui,misskey-dev/misskey,0.332107
nesquena/hermes-webui,frappe/frappe,0.402813
nesquena/hermes-webui,openebs/openebs,0.265268
nesquena/hermes-webui,hicccc77/WeFlow,0.276839
nesquena/hermes-webui,apache/seatunnel,0.249464
nesquena/hermes-webui,databendlabs/databend,0.322931
nesquena/hermes-webui,modelscope/modelscope,0.357309
nesquena/hermes-webui,dropwizard/dropwizard,0.349641
nesquena/hermes-webui,webstudio-is/webstudio,0.343436
nesquena/hermes-webui,stamparm/maltrail,0.215455
nesquena/hermes-webui,k8sgpt-ai/k8sgpt,0.248426
