Idx,Listinginfo1,LogInfo1,LogInfo2,LogInfo3
12380,2014-03-11,-4,6,2014-03-03
12380,2014-03-11,-4,6,2014-03-07
12380,2014-03-11,-4,6,2014-03-07
12380,2014-03-11,-4,6,2014-03-07
12380,2014-03-11,-4,6,2014-03-08
12380,2014-03-11,-4,6,2014-03-08
12380,2014-03-11,-4,6,2014-03-08
12380,2014-03-11,-4,6,2014-03-09
12380,2014-03-11,-4,6,2014-03-10
12380,2014-03-11,-4,6,2014-03-10
12385,2014-03-21,107,6,2014-03-07
12385,2014-03-21,107,6,2014-03-09
12385,2014-03-21,107,6,2014-03-19
12385,2014-03-21,107,6,2014-03-20
12385,2014-03-21,1,20,2014-03-07
12385,2014-03-21,1,2,2014-03-07
12385,2014-03-21,-4,6,2014-03-07
12385,2014-03-21,-4,6,2014-03-09
12385,2014-03-21,-4,6,2014-03-19
12385,2014-03-21,-4,6,2014-03-19
12385,2014-03-21,-4,6,2014-03-20
12387,2014-03-11,1,0,2014-03-07
12387,2014-03-11,1,1,2014-03-07
12387,2014-03-11,1,20,2014-03-07
12387,2014-03-11,1,20,2014-03-07
12387,2014-03-11,1,2,2014-03-07
12387,2014-03-11,2,1,2014-03-07
12387,2014-03-11,2,21,2014-03-11
12387,2014-03-11,4,1,2014-03-07
12387,2014-03-11,-4,6,2014-03-07
12387,2014-03-11,-4,6,2014-03-07
12387,2014-03-11,-4,6,2014-03-08
12387,2014-03-11,-4,6,2014-03-08
12387,2014-03-11,-4,6,2014-03-10
12387,2014-03-11,-4,6,2014-03-10
12387,2014-03-11,-4,6,2014-03-11
12387,2014-03-11,-4,6,2014-03-11
12387,2014-03-11,-4,6,2014-03-11
1239,2013-11-21,107,6,2013-11-16
1239,2013-11-21,107,6,2013-11-20
1239,2013-11-21,1,1,2013-11-16
1239,2013-11-21,1,20,2013-11-16
1239,2013-11-21,12,0,2013-11-16
1239,2013-11-21,1,2,2013-11-16
1239,2013-11-21,2,1,2013-11-16
1239,2013-11-21,4,1,2013-11-16
1239,2013-11-21,-4,6,2013-11-16
1239,2013-11-21,-4,6,2013-11-16
1239,2013-11-21,-4,6,2013-11-20
12392,2014-03-10,10,0,2013-05-19
12392,2014-03-10,1,1,2013-05-19
12392,2014-03-10,1,20,2014-03-07
12392,2014-03-10,1,2,2014-03-07
12392,2014-03-10,1,6,2013-05-19
12392,2014-03-10,2,1,2013-05-19
12392,2014-03-10,2,21,2014-03-10
12392,2014-03-10,4,1,2013-05-19
12392,2014-03-10,-4,6,2014-03-07
12392,2014-03-10,-4,6,2014-03-07
12392,2014-03-10,-4,6,2014-03-08
12392,2014-03-10,-4,6,2014-03-08
12392,2014-03-10,-4,6,2014-03-10
12392,2014-03-10,-4,6,2014-03-10
12392,2014-03-10,4,7,2014-03-07
12395,2014-03-12,-10,13,2014-03-11
12395,2014-03-12,1,0,2014-03-07
12395,2014-03-12,1,1,2014-03-07
12395,2014-03-12,1,20,2014-03-07
12395,2014-03-12,1,2,2014-03-07
12395,2014-03-12,1,4,2014-03-12
12395,2014-03-12,2,1,2014-03-07
12395,2014-03-12,2,21,2014-03-12
12395,2014-03-12,3,1,2014-03-11
12395,2014-03-12,4,1,2014-03-07
12395,2014-03-12,-4,6,2014-03-07
12395,2014-03-12,-4,6,2014-03-10
12395,2014-03-12,-4,6,2014-03-10
12395,2014-03-12,-4,6,2014-03-11
12395,2014-03-12,-4,6,2014-03-11
12395,2014-03-12,-4,6,2014-03-11
12395,2014-03-12,-4,6,2014-03-11
12395,2014-03-12,-4,6,2014-03-11
12395,2014-03-12,-4,6,2014-03-11
12395,2014-03-12,-4,6,2014-03-12
12395,2014-03-12,-4,6,2014-03-12
12395,2014-03-12,-4,6,2014-03-12
12395,2014-03-12,-4,6,2014-03-12
12395,2014-03-12,-4,6,2014-03-12
12395,2014-03-12,4,7,2014-03-07
12395,2014-03-12,4,7,2014-03-07
12395,2014-03-12,4,7,2014-03-12
12397,2014-03-21,1,2,2014-03-07
12397,2014-03-21,-4,6,2014-03-07
12397,2014-03-21,4,7,2014-03-07
12398,2014-03-10,1,2,2014-03-07
12398,2014-03-10,-4,6,2014-03-07
12398,2014-03-10,-4,6,2014-03-08
12398,2014-03-10,-4,6,2014-03-09
12399,2014-03-19,1,0,2014-03-07
12399,2014-03-19,1,1,2014-03-07
12399,2014-03-19,1,20,2014-03-07
12399,2014-03-19,1,2,2014-03-07
12399,2014-03-19,2,1,2014-03-07
12399,2014-03-19,4,1,2014-03-07
12399,2014-03-19,-4,6,2014-03-07
12399,2014-03-19,-4,6,2014-03-10
12399,2014-03-19,-4,6,2014-03-12
12399,2014-03-19,-4,6,2014-03-12
12399,2014-03-19,-4,6,2014-03-12
12401,2014-03-20,107,6,2014-03-05
12401,2014-03-20,107,6,2014-03-07
12401,2014-03-20,107,6,2014-03-08
12401,2014-03-20,107,6,2014-03-09
12401,2014-03-20,107,6,2014-03-10
12401,2014-03-20,107,6,2014-03-11
12401,2014-03-20,107,6,2014-03-13
12401,2014-03-20,107,6,2014-03-14
12401,2014-03-20,107,6,2014-03-15
12401,2014-03-20,107,6,2014-03-18
12401,2014-03-20,107,6,2014-03-20
12401,2014-03-20,1,2,2014-03-07
12401,2014-03-20,-4,6,2014-03-05
12401,2014-03-20,-4,6,2014-03-07
12401,2014-03-20,-4,6,2014-03-08
12401,2014-03-20,-4,6,2014-03-09
12401,2014-03-20,-4,6,2014-03-10
12401,2014-03-20,-4,6,2014-03-11
12401,2014-03-20,-4,6,2014-03-13
12401,2014-03-20,-4,6,2014-03-14
12401,2014-03-20,-4,6,2014-03-15
12401,2014-03-20,-4,6,2014-03-18
12401,2014-03-20,-4,6,2014-03-20
12403,2014-03-17,1,0,2014-03-07
12403,2014-03-17,1,1,2014-03-07
12403,2014-03-17,1,20,2014-03-07
12403,2014-03-17,1,2,2014-03-07
12403,2014-03-17,2,1,2014-03-07
12403,2014-03-17,4,1,2014-03-07
12403,2014-03-17,-4,6,2014-03-07
12403,2014-03-17,-4,6,2014-03-08
12403,2014-03-17,-4,6,2014-03-09
12403,2014-03-17,-4,6,2014-03-10
12403,2014-03-17,-4,6,2014-03-11
12403,2014-03-17,-4,6,2014-03-11
12403,2014-03-17,-4,6,2014-03-12
12403,2014-03-17,-4,6,2014-03-12
12403,2014-03-17,-4,6,2014-03-13
12403,2014-03-17,-4,6,2014-03-13
12403,2014-03-17,-4,6,2014-03-14
12403,2014-03-17,-4,6,2014-03-15
12403,2014-03-17,-4,6,2014-03-16
12403,2014-03-17,-4,6,2014-03-17
12403,2014-03-17,-4,6,2014-03-17
12405,2014-03-11,1,0,2013-12-12
12405,2014-03-11,1,1,2013-12-12
12405,2014-03-11,1,20,2013-12-12
12405,2014-03-11,1,2,2014-03-07
12405,2014-03-11,2,1,2013-12-12
12405,2014-03-11,2,21,2014-03-11
12405,2014-03-11,4,1,2013-12-12
12405,2014-03-11,-4,6,2013-12-12
12405,2014-03-11,-4,6,2014-02-28
12405,2014-03-11,-4,6,2014-03-07
12405,2014-03-11,-4,6,2014-03-07
12405,2014-03-11,-4,6,2014-03-08
12405,2014-03-11,-4,6,2014-03-08
12405,2014-03-11,-4,6,2014-03-08
12405,2014-03-11,-4,6,2014-03-08
12405,2014-03-11,-4,6,2014-03-08
12405,2014-03-11,-4,6,2014-03-08
12405,2014-03-11,-4,6,2014-03-08
12405,2014-03-11,-4,6,2014-03-10
12405,2014-03-11,-4,6,2014-03-10
12405,2014-03-11,-4,6,2014-03-10
12405,2014-03-11,-4,6,2014-03-10
12405,2014-03-11,-4,6,2014-03-10
12405,2014-03-11,-4,6,2014-03-10
12405,2014-03-11,-4,6,2014-03-10
12405,2014-03-11,-4,6,2014-03-10
12405,2014-03-11,-4,6,2014-03-10
12405,2014-03-11,-4,6,2014-03-10
12405,2014-03-11,-4,6,2014-03-10
12405,2014-03-11,-4,6,2014-03-10
12405,2014-03-11,-4,6,2014-03-11
12407,2014-03-21,-10,13,2014-03-07
12407,2014-03-21,1,0,2014-03-07
12407,2014-03-21,1,1,2014-03-07
12407,2014-03-21,1,20,2014-03-07
12407,2014-03-21,1,2,2014-03-07
12407,2014-03-21,2,1,2014-03-07
12407,2014-03-21,3,1,2014-03-07
12407,2014-03-21,4,1,2014-03-07
12407,2014-03-21,-4,6,2014-03-07
12407,2014-03-21,-4,6,2014-03-10
12407,2014-03-21,-4,6,2014-03-14
12407,2014-03-21,-4,6,2014-03-17
12408,2014-03-10,1,0,2014-02-20
12408,2014-03-10,107,6,2014-03-05
12408,2014-03-10,107,6,2014-03-08
12408,2014-03-10,107,6,2014-03-08
12408,2014-03-10,1,1,2014-02-20
12408,2014-03-10,1,20,2014-02-20
12408,2014-03-10,1,2,2014-02-20
12408,2014-03-10,1,2,2014-03-07
12408,2014-03-10,2,1,2014-02-20
12408,2014-03-10,4,1,2014-02-20
12408,2014-03-10,-4,6,2014-02-20
12408,2014-03-10,-4,6,2014-02-20
12408,2014-03-10,-4,6,2014-02-20
12408,2014-03-10,-4,6,2014-02-22
12408,2014-03-10,-4,6,2014-02-24
12408,2014-03-10,-4,6,2014-02-24
12408,2014-03-10,-4,6,2014-02-27
12408,2014-03-10,-4,6,2014-02-28
12408,2014-03-10,-4,6,2014-02-28
12408,2014-03-10,-4,6,2014-02-28
12408,2014-03-10,-4,6,2014-02-28
12408,2014-03-10,-4,6,2014-03-03
12408,2014-03-10,-4,6,2014-03-05
12408,2014-03-10,-4,6,2014-03-05
12408,2014-03-10,-4,6,2014-03-07
12408,2014-03-10,-4,6,2014-03-08
12408,2014-03-10,-4,6,2014-03-08
12408,2014-03-10,-4,6,2014-03-08
12408,2014-03-10,-4,6,2014-03-08
12408,2014-03-10,-4,6,2014-03-08
12408,2014-03-10,-4,6,2014-03-08
12408,2014-03-10,-4,6,2014-03-08
12408,2014-03-10,-4,6,2014-03-08
12408,2014-03-10,-4,6,2014-03-08
12408,2014-03-10,-4,6,2014-03-09
12408,2014-03-10,-4,6,2014-03-09
12408,2014-03-10,-4,6,2014-03-09
12408,2014-03-10,-4,6,2014-03-10
12408,2014-03-10,-4,6,2014-03-10
12408,2014-03-10,-4,6,2014-03-10
12408,2014-03-10,-4,6,2014-03-10
12409,2014-03-11,1,0,2013-11-08
12409,2014-03-11,1,1,2013-11-08
12409,2014-03-11,1,20,2013-11-08
12409,2014-03-11,1,2,2013-11-08
12409,2014-03-11,1,2,2014-03-07
12409,2014-03-11,2,1,2013-11-08
12409,2014-03-11,4,1,2013-11-08
12409,2014-03-11,-4,6,2013-11-08
12409,2014-03-11,-4,6,2013-11-08
12409,2014-03-11,-4,6,2013-11-08
12409,2014-03-11,-4,6,2013-11-08
12409,2014-03-11,-4,6,2013-11-08
12409,2014-03-11,-4,6,2013-11-09
12409,2014-03-11,-4,6,2013-11-11
12409,2014-03-11,-4,6,2013-11-11
12409,2014-03-11,-4,6,2013-11-12
12409,2014-03-11,-4,6,2013-11-12
12409,2014-03-11,-4,6,2013-11-12
12409,2014-03-11,-4,6,2013-11-13
12409,2014-03-11,-4,6,2013-11-13
12409,2014-03-11,-4,6,2013-11-13
12409,2014-03-11,-4,6,2013-11-13
12409,2014-03-11,-4,6,2013-11-20
12409,2014-03-11,-4,6,2014-03-07
12409,2014-03-11,-4,6,2014-03-08
12409,2014-03-11,-4,6,2014-03-10
12409,2014-03-11,-4,6,2014-03-10
12409,2014-03-11,-4,6,2014-03-11
12414,2014-03-17,1,0,2014-03-07
12414,2014-03-17,1,1,2014-03-07
12414,2014-03-17,1,20,2014-03-07
12414,2014-03-17,1,2,2014-03-07
12414,2014-03-17,2,1,2014-03-07
12414,2014-03-17,4,1,2014-03-07
12414,2014-03-17,-4,6,2014-03-07
12414,2014-03-17,-4,6,2014-03-13
12414,2014-03-17,4,7,2014-03-13
12419,2014-03-17,-10,13,2014-03-07
12419,2014-03-17,1,0,2014-03-07
12419,2014-03-17,1,1,2014-03-07
12419,2014-03-17,1,20,2014-03-07
12419,2014-03-17,1,2,2014-03-07
12419,2014-03-17,1,2,2014-03-08
12419,2014-03-17,2,1,2014-03-07
12419,2014-03-17,2,21,2014-03-17
12419,2014-03-17,3,1,2014-03-07
12419,2014-03-17,4,1,2014-03-07
12419,2014-03-17,-4,6,2014-03-07
12419,2014-03-17,-4,6,2014-03-07
12419,2014-03-17,-4,6,2014-03-07
12419,2014-03-17,-4,6,2014-03-08
12419,2014-03-17,-4,6,2014-03-08
12419,2014-03-17,-4,6,2014-03-08
12419,2014-03-17,-4,6,2014-03-10
12419,2014-03-17,-4,6,2014-03-10
12419,2014-03-17,-4,6,2014-03-10
12419,2014-03-17,-4,6,2014-03-10
12419,2014-03-17,-4,6,2014-03-10
12419,2014-03-17,-4,6,2014-03-10
12419,2014-03-17,-4,6,2014-03-10
12419,2014-03-17,-4,6,2014-03-11
12419,2014-03-17,-4,6,2014-03-11
12419,2014-03-17,-4,6,2014-03-11
12419,2014-03-17,-4,6,2014-03-11
12419,2014-03-17,-4,6,2014-03-11
12419,2014-03-17,-4,6,2014-03-11
12419,2014-03-17,-4,6,2014-03-11
12419,2014-03-17,-4,6,2014-03-12
12419,2014-03-17,-4,6,2014-03-12
12419,2014-03-17,-4,6,2014-03-12
12419,2014-03-17,-4,6,2014-03-12
12419,2014-03-17,-4,6,2014-03-12
12419,2014-03-17,-4,6,2014-03-12
12419,2014-03-17,-4,6,2014-03-12
12419,2014-03-17,-4,6,2014-03-12
12419,2014-03-17,-4,6,2014-03-12
12419,2014-03-17,-4,6,2014-03-12
12419,2014-03-17,-4,6,2014-03-13
12419,2014-03-17,-4,6,2014-03-13
12419,2014-03-17,-4,6,2014-03-13
12419,2014-03-17,-4,6,2014-03-14
12419,2014-03-17,-4,6,2014-03-14
12419,2014-03-17,-4,6,2014-03-14
12419,2014-03-17,-4,6,2014-03-15
12419,2014-03-17,-4,6,2014-03-16
12419,2014-03-17,-4,6,2014-03-16
12419,2014-03-17,-4,6,2014-03-16
12419,2014-03-17,-4,6,2014-03-16
12419,2014-03-17,-4,6,2014-03-16
12419,2014-03-17,-4,6,2014-03-17
12419,2014-03-17,4,7,2014-03-11
12420,2014-03-12,1,0,2014-03-08
12420,2014-03-12,1,1,2014-03-08
12420,2014-03-12,1,20,2014-03-08
12420,2014-03-12,1,2,2014-03-08
12420,2014-03-12,2,1,2014-03-08
12420,2014-03-12,2,21,2014-03-12
12420,2014-03-12,4,1,2014-03-08
12420,2014-03-12,-4,6,2014-03-08
12420,2014-03-12,-4,6,2014-03-10
12420,2014-03-12,-4,6,2014-03-10
12422,2014-03-19,10,0,2013-03-09
12422,2014-03-19,107,6,2014-03-08
12422,2014-03-19,107,6,2014-03-10
12422,2014-03-19,107,6,2014-03-10
12422,2014-03-19,107,6,2014-03-11
12422,2014-03-19,107,6,2014-03-12
12422,2014-03-19,107,6,2014-03-13
12422,2014-03-19,107,6,2014-03-13
12422,2014-03-19,107,6,2014-03-14
12422,2014-03-19,107,6,2014-03-17
12422,2014-03-19,1,1,2013-03-09
12422,2014-03-19,1,20,2014-03-08
12422,2014-03-19,1,2,2014-03-08
12422,2014-03-19,1,6,2013-03-09
12422,2014-03-19,2,1,2013-03-09
12422,2014-03-19,4,1,2013-03-09
12422,2014-03-19,-4,6,2014-02-27
12422,2014-03-19,-4,6,2014-03-08
12422,2014-03-19,-4,6,2014-03-08
12422,2014-03-19,-4,6,2014-03-10
12422,2014-03-19,-4,6,2014-03-10
12422,2014-03-19,-4,6,2014-03-11
12422,2014-03-19,-4,6,2014-03-12
12422,2014-03-19,-4,6,2014-03-13
12422,2014-03-19,-4,6,2014-03-13
12422,2014-03-19,-4,6,2014-03-14
12422,2014-03-19,-4,6,2014-03-17
12426,2014-03-12,107,6,2013-09-07
12426,2014-03-12,107,6,2014-03-08
12426,2014-03-12,107,6,2014-03-08
12426,2014-03-12,107,6,2014-03-08
12426,2014-03-12,107,6,2014-03-08
12426,2014-03-12,107,6,2014-03-10
12426,2014-03-12,107,6,2014-03-10
12426,2014-03-12,107,6,2014-03-10
12426,2014-03-12,107,6,2014-03-11
12426,2014-03-12,107,6,2014-03-11
12426,2014-03-12,107,6,2014-03-12
12426,2014-03-12,1,1,2013-08-21
12426,2014-03-12,12,0,2013-08-21
12426,2014-03-12,1,2,2014-03-08
12426,2014-03-12,2,1,2013-08-21
12426,2014-03-12,2,21,2014-03-12
12426,2014-03-12,4,1,2013-08-21
12426,2014-03-12,-4,6,2013-08-21
12426,2014-03-12,-4,6,2013-09-07
12426,2014-03-12,-4,6,2014-03-08
12426,2014-03-12,-4,6,2014-03-08
12426,2014-03-12,-4,6,2014-03-08
12426,2014-03-12,-4,6,2014-03-08
12426,2014-03-12,-4,6,2014-03-10
12426,2014-03-12,-4,6,2014-03-10
12426,2014-03-12,-4,6,2014-03-10
12426,2014-03-12,-4,6,2014-03-11
12426,2014-03-12,-4,6,2014-03-11
12426,2014-03-12,-4,6,2014-03-12
12426,2014-03-12,4,7,2014-03-10
12429,2014-03-14,1,0,2014-03-08
12429,2014-03-14,1,1,2014-03-08
12429,2014-03-14,1,20,2014-03-08
12429,2014-03-14,1,2,2014-03-08
12429,2014-03-14,2,1,2014-03-08
12429,2014-03-14,4,1,2014-03-08
12429,2014-03-14,-4,6,2014-03-08
12429,2014-03-14,-4,6,2014-03-09
12429,2014-03-14,-4,6,2014-03-09
12429,2014-03-14,-4,6,2014-03-12
12429,2014-03-14,-4,6,2014-03-12
12429,2014-03-14,-4,6,2014-03-12
12429,2014-03-14,-4,6,2014-03-12
12429,2014-03-14,-4,6,2014-03-13
12429,2014-03-14,-4,6,2014-03-13
12429,2014-03-14,-4,6,2014-03-13
12429,2014-03-14,-4,6,2014-03-13
12429,2014-03-14,-4,6,2014-03-13
12429,2014-03-14,-4,6,2014-03-14
12429,2014-03-14,-4,6,2014-03-14
12429,2014-03-14,-4,6,2014-03-14
12429,2014-03-14,-4,6,2014-03-14
1243,2013-11-26,1,0,2013-11-16
1243,2013-11-26,1,1,2013-11-16
1243,2013-11-26,1,20,2013-11-16
1243,2013-11-26,1,2,2013-11-16
1243,2013-11-26,2,1,2013-11-16
1243,2013-11-26,4,1,2013-11-16
1243,2013-11-26,-4,6,2013-11-16
1243,2013-11-26,-4,6,2013-11-16
1243,2013-11-26,-4,6,2013-11-16
1243,2013-11-26,-4,6,2013-11-17
1243,2013-11-26,-4,6,2013-11-19
1243,2013-11-26,-4,6,2013-11-21
1243,2013-11-26,-4,6,2013-11-22
1243,2013-11-26,-4,6,2013-11-26
12430,2014-03-14,1,0,2014-03-08
12430,2014-03-14,1,1,2014-03-08
12430,2014-03-14,1,20,2014-03-08
12430,2014-03-14,1,2,2014-03-08
12430,2014-03-14,2,1,2014-03-08
12430,2014-03-14,2,21,2014-03-14
12430,2014-03-14,4,1,2014-03-08
12430,2014-03-14,-4,6,2014-03-08
12430,2014-03-14,-4,6,2014-03-11
12430,2014-03-14,-4,6,2014-03-12
12430,2014-03-14,-4,6,2014-03-12
12430,2014-03-14,-4,6,2014-03-12
12430,2014-03-14,-4,6,2014-03-12
12430,2014-03-14,-4,6,2014-03-12
12430,2014-03-14,-4,6,2014-03-13
12430,2014-03-14,-4,6,2014-03-14
12430,2014-03-14,-4,6,2014-03-14
12430,2014-03-14,4,7,2014-03-11
12433,2014-03-14,1,0,2014-03-08
12433,2014-03-14,1,1,2014-03-08
12433,2014-03-14,1,20,2014-03-08
12433,2014-03-14,1,2,2014-03-08
12433,2014-03-14,2,1,2014-03-08
12433,2014-03-14,2,21,2014-03-14
12433,2014-03-14,4,1,2014-03-08
12433,2014-03-14,-4,6,2014-03-08
12433,2014-03-14,-4,6,2014-03-08
12433,2014-03-14,-4,6,2014-03-08
12433,2014-03-14,-4,6,2014-03-09
12433,2014-03-14,-4,6,2014-03-10
12433,2014-03-14,-4,6,2014-03-10
12433,2014-03-14,-4,6,2014-03-11
12433,2014-03-14,-4,6,2014-03-11
12433,2014-03-14,-4,6,2014-03-12
12433,2014-03-14,-4,6,2014-03-12
12433,2014-03-14,-4,6,2014-03-13
12433,2014-03-14,-4,6,2014-03-14
12437,2014-03-12,1,0,2014-03-06
12437,2014-03-12,10,20,2014-03-08
12437,2014-03-12,1,1,2014-03-06
12437,2014-03-12,1,20,2014-03-06
12437,2014-03-12,1,2,2014-03-06
12437,2014-03-12,1,2,2014-03-08
12437,2014-03-12,2,1,2014-03-06
12437,2014-03-12,2,21,2014-03-12
12437,2014-03-12,4,1,2014-03-06
12437,2014-03-12,-4,6,2014-03-06
12437,2014-03-12,-4,6,2014-03-07
12437,2014-03-12,-4,6,2014-03-07
12437,2014-03-12,-4,6,2014-03-08
12437,2014-03-12,-4,6,2014-03-08
12442,2014-03-13,1,0,2014-03-08
12442,2014-03-13,1,1,2014-03-08
12442,2014-03-13,1,20,2014-03-08
12442,2014-03-13,1,2,2014-03-08
12442,2014-03-13,2,1,2014-03-08
12442,2014-03-13,2,21,2014-03-13
12442,2014-03-13,4,1,2014-03-08
12442,2014-03-13,-4,6,2014-03-08
12444,2014-03-11,1,0,2014-02-23
12444,2014-03-11,10,20,2014-02-28
12444,2014-03-11,107,6,2014-03-08
12444,2014-03-11,107,6,2014-03-09
12444,2014-03-11,107,6,2014-03-10
12444,2014-03-11,107,6,2014-03-11
12444,2014-03-11,107,6,2014-03-11
12444,2014-03-11,1,1,2014-02-23
12444,2014-03-11,1,20,2014-02-23
12444,2014-03-11,1,2,2014-02-23
12444,2014-03-11,1,2,2014-03-08
12444,2014-03-11,1,4,2014-02-24
12444,2014-03-11,2,1,2014-02-23
12444,2014-03-11,4,1,2014-02-23
12444,2014-03-11,-4,6,2014-02-23
12444,2014-03-11,-4,6,2014-02-24
12444,2014-03-11,-4,6,2014-02-24
12444,2014-03-11,-4,6,2014-02-24
12444,2014-03-11,-4,6,2014-02-24
12444,2014-03-11,-4,6,2014-02-24
12444,2014-03-11,-4,6,2014-02-25
12444,2014-03-11,-4,6,2014-02-28
12444,2014-03-11,-4,6,2014-03-08
12444,2014-03-11,-4,6,2014-03-09
12444,2014-03-11,-4,6,2014-03-10
12444,2014-03-11,-4,6,2014-03-10
12444,2014-03-11,-4,6,2014-03-11
12444,2014-03-11,-4,6,2014-03-11
12446,2014-03-12,1,0,2014-03-08
12446,2014-03-12,1,1,2014-03-08
12446,2014-03-12,1,20,2014-03-08
12446,2014-03-12,1,2,2014-03-08
12446,2014-03-12,1,4,2014-03-08
12446,2014-03-12,2,1,2014-03-08
12446,2014-03-12,4,1,2014-03-08
12446,2014-03-12,-4,6,2014-03-08
12446,2014-03-12,-4,6,2014-03-08
12446,2014-03-12,-4,6,2014-03-08
12446,2014-03-12,-4,6,2014-03-08
12446,2014-03-12,-4,6,2014-03-08
12446,2014-03-12,-4,6,2014-03-08
12446,2014-03-12,-4,6,2014-03-08
12446,2014-03-12,-4,6,2014-03-08
12446,2014-03-12,-4,6,2014-03-08
12446,2014-03-12,-4,6,2014-03-08
12446,2014-03-12,-4,6,2014-03-08
12446,2014-03-12,-4,6,2014-03-08
12446,2014-03-12,-4,6,2014-03-08
12446,2014-03-12,-4,6,2014-03-08
12446,2014-03-12,-4,6,2014-03-08
12446,2014-03-12,-4,6,2014-03-08
12446,2014-03-12,-4,6,2014-03-10
12446,2014-03-12,-4,6,2014-03-11
12446,2014-03-12,-4,6,2014-03-11
12446,2014-03-12,4,7,2014-03-08
12446,2014-03-12,4,7,2014-03-08
12447,2014-03-11,-10,13,2014-03-05
12447,2014-03-11,107,6,2014-03-06
12447,2014-03-11,1,1,2014-03-05
12447,2014-03-11,1,20,2014-03-05
12447,2014-03-11,12,0,2014-03-05
12447,2014-03-11,1,2,2014-03-05
12447,2014-03-11,1,2,2014-03-08
12447,2014-03-11,1,4,2014-03-08
12447,2014-03-11,2,1,2014-03-05
12447,2014-03-11,3,1,2014-03-05
12447,2014-03-11,4,1,2014-03-05
12447,2014-03-11,-4,6,2014-03-05
12447,2014-03-11,-4,6,2014-03-06
12447,2014-03-11,-4,6,2014-03-06
12447,2014-03-11,-4,6,2014-03-08
12447,2014-03-11,-4,6,2014-03-08
12447,2014-03-11,-4,6,2014-03-08
12447,2014-03-11,-4,6,2014-03-08
12447,2014-03-11,-4,6,2014-03-08
12447,2014-03-11,-4,6,2014-03-08
12447,2014-03-11,-4,6,2014-03-08
12447,2014-03-11,-4,6,2014-03-08
12447,2014-03-11,-4,6,2014-03-09
12447,2014-03-11,-4,6,2014-03-09
12447,2014-03-11,-4,6,2014-03-09
12447,2014-03-11,-4,6,2014-03-09
12447,2014-03-11,-4,6,2014-03-09
12447,2014-03-11,-4,6,2014-03-10
12447,2014-03-11,4,7,2014-03-08
12448,2014-03-12,1,0,2014-03-08
12448,2014-03-12,1,1,2014-03-08
12448,2014-03-12,1,20,2014-03-08
12448,2014-03-12,1,2,2014-03-08
12448,2014-03-12,2,1,2014-03-08
12448,2014-03-12,4,1,2014-03-08
12448,2014-03-12,-4,6,2014-03-08
12448,2014-03-12,-4,6,2014-03-11
12452,2014-03-17,1,0,2014-03-08
12452,2014-03-17,1,1,2014-03-08
12452,2014-03-17,1,20,2014-03-08
12452,2014-03-17,1,2,2014-03-08
12452,2014-03-17,2,1,2014-03-08
12452,2014-03-17,4,1,2014-03-08
12452,2014-03-17,-4,6,2014-03-08
12452,2014-03-17,-4,6,2014-03-08
12452,2014-03-17,-4,6,2014-03-09
12452,2014-03-17,-4,6,2014-03-11
12452,2014-03-17,-4,6,2014-03-11
12452,2014-03-17,-4,6,2014-03-11
12452,2014-03-17,-4,6,2014-03-12
12452,2014-03-17,-4,6,2014-03-12
12452,2014-03-17,-4,6,2014-03-12
12452,2014-03-17,-4,6,2014-03-12
12452,2014-03-17,-4,6,2014-03-12
12452,2014-03-17,-4,6,2014-03-12
12452,2014-03-17,-4,6,2014-03-13
12452,2014-03-17,-4,6,2014-03-13
12452,2014-03-17,-4,6,2014-03-13
12452,2014-03-17,-4,6,2014-03-14
12452,2014-03-17,-4,6,2014-03-14
12452,2014-03-17,-4,6,2014-03-14
12452,2014-03-17,-4,6,2014-03-14
12452,2014-03-17,-4,6,2014-03-14
12452,2014-03-17,-4,6,2014-03-14
12452,2014-03-17,-4,6,2014-03-14
12452,2014-03-17,-4,6,2014-03-14
12452,2014-03-17,-4,6,2014-03-15
12452,2014-03-17,-4,6,2014-03-15
12452,2014-03-17,-4,6,2014-03-15
12452,2014-03-17,-4,6,2014-03-16
12452,2014-03-17,-4,6,2014-03-16
12452,2014-03-17,-4,6,2014-03-17
12453,2014-03-13,1,0,2014-03-08
12453,2014-03-13,10,20,2014-03-08
12453,2014-03-13,1,1,2014-03-08
12453,2014-03-13,1,20,2014-03-08
12453,2014-03-13,1,2,2014-03-08
12453,2014-03-13,2,1,2014-03-08
12453,2014-03-13,2,21,2014-03-13
12453,2014-03-13,4,1,2014-03-08
12453,2014-03-13,-4,6,2014-03-08
12453,2014-03-13,-4,6,2014-03-08
12453,2014-03-13,-4,6,2014-03-08
12453,2014-03-13,-4,6,2014-03-08
12453,2014-03-13,-4,6,2014-03-12
12453,2014-03-13,-4,6,2014-03-12
12453,2014-03-13,-4,6,2014-03-13
12453,2014-03-13,-4,6,2014-03-13
12453,2014-03-13,-4,6,2014-03-13
12453,2014-03-13,-4,6,2014-03-13
12453,2014-03-13,99,6,2014-03-08
12453,2014-03-13,99,6,2014-03-11
12453,2014-03-13,99,6,2014-03-12
12453,2014-03-13,99,6,2014-03-12
12453,2014-03-13,99,6,2014-03-13
12453,2014-03-13,99,6,2014-03-13
12456,2014-03-10,-10,13,2014-03-08
12456,2014-03-10,1,0,2014-03-07
12456,2014-03-10,1,1,2014-03-07
12456,2014-03-10,1,20,2014-03-08
